bond(dain, aragorn)	bond(dain, L)	bond(brealight, aragorn)
bond(dain, aragorn)	bond(R1, I)	bond(isengard, forlong)
bond(dain, aragorn)	bond(dain, _EX0)	bond(dain, ori)
bond(dain, aragorn)	bond(dain, X)	bond(goldberry, aragorn)
bond(dain, aragorn)	bond(_EX0, I)	bond(saruman, pippin)
bond(dain, aragorn)	bond(X, aragorn)	bond(gloin, aragorn)
bond(dain, aragorn)	bond(_EX1, aragorn)	bond(fastred, sting)
bond(dain, aragorn)	bond(_EX0, R2)	bond(ghân, aragorn)
bond(dain, aragorn)	bond(dain, _EX0)	bond(dwalin, bifur)
bond(dain, aragorn)	bond(Y, aragorn)	bond(dain, brealight)
bond(dain, aragorn)	bond(dain, I)	bond(gwaihir, balin)
bond(dain, aragorn)	bond(dain, X)	bond(elendil, aragorn)
bond(dain, aragorn)	bond(dain, I)	bond(nori, imrahil)
bond(dain, aragorn)	bond(R2, aragorn)	bond(elrond, bilbo)
bond(dain, aragorn)	bond(L, _EX1)	bond(dain, balrog)
bond(dain, aragorn)	bond(R2, Y)	bond(ithilien, elendil)
bond(dain, aragorn)	bond(X, R)	bond(damrod, shagrat)
bond(dain, aragorn)	bond(dain, R1)	bond(fimbthil, aragorn)
bond(dain, aragorn)	bond(dain, I)	bond(eowyn, aragorn)
bond(dain, aragorn)	bond(X, aragorn)	bond(gondor, aragorn)
vulnerable(R, _EX1)	vulnerable(sam, _EX1)	companion(R, legolas)
vulnerable(R, _EX1)	vulnerable(ithilien, _EX1)	conflict(celeborm, bilbo, beregond)
vulnerable(R, _EX1)	vulnerable(R, Z)	hero(R2)
vulnerable(R, _EX1)	vulnerable(R, I)	sauron_target(I)
vulnerable(R, _EX1)	vulnerable(I, _EX1)	target(I)
vulnerable(R, _EX1)	vulnerable(balin, ori)	sacrifice(Z)
vulnerable(R, _EX1)	vulnerable(R1, fladrif)	sacrifice(radagast)
vulnerable(R, _EX1)	vulnerable(_EX1, Y)	protector(I)
vulnerable(R, _EX1)	vulnerable(gamgee, _EX1)	race(lurtz, sting)
vulnerable(R, _EX1)	vulnerable(rosie, _EX1)	alignment(I, R)
vulnerable(R, _EX1)	vulnerable(R, gamgee)	character(denethor)
vulnerable(R, _EX1)	vulnerable(R, _EX0)	fellowship(maia)
vulnerable(R, _EX1)	vulnerable(R, frodo)	race(haldir, denethor)
vulnerable(R, _EX1)	vulnerable(R, grima)	character(_EX0)
vulnerable(R, _EX1)	vulnerable(R, treebeard)	home(beechbone, dain)
vulnerable(R, _EX1)	vulnerable(shire, _EX1)	heir(rivendell)
vulnerable(R, _EX1)	vulnerable(treebeard, fladrif)	target(witch_king)
vulnerable(R, _EX1)	vulnerable(R2, _EX1)	carries(X, ghân)
vulnerable(R, _EX1)	vulnerable(R, L)	mortal_bond(R2, gamling)
vulnerable(R, _EX1)	vulnerable(R, Y)	target(Y)
peril(durin)	peril(X)	peril(celeborm)
peril(durin)	peril(Z)	peril(rose)
peril(durin)	peril(_EX0)	peril(gothmog)
peril(durin)	peril(Z)	peril(cirdan)
peril(durin)	peril(I)	peril(porto)
peril(durin)	peril(_EX0)	peril(gollum)
peril(durin)	peril(_EX1)	peril(rivendell)
peril(durin)	peril(_EX0)	peril(eomer)
peril(durin)	peril(R)	peril(idril)
peril(durin)	peril(L)	peril(rivendell)
peril(durin)	peril(_EX1)	peril(dain)
peril(durin)	peril(R2)	peril(dervorin)
peril(durin)	peril(L)	peril(denethor)
peril(durin)	peril(X)	peril(dwarf)
peril(durin)	peril(I)	peril(brealight)
peril(durin)	peril(R2)	peril(glamdring)
peril(durin)	peril(R2)	peril(elrond)
peril(durin)	peril(I)	peril(ori)
peril(durin)	peril(_EX1)	peril(faramir)
peril(durin)	peril(X)	peril(beregond)
home(L, tuor)	home(azog, tuor)	home(L, earendil)
home(L, tuor)	home(may, I)	home(R, glorfindel)
home(L, tuor)	home(L, R2)	home(L, azog)
home(L, tuor)	home(_EX1, tuor)	home(_EX1, maggot)
home(L, tuor)	home(L, R1)	home(_EX1, gondor)
home(L, tuor)	home(R1, I)	home(X, phial)
home(L, tuor)	home(L, Y)	home(L, rivendell)
home(L, tuor)	home(milo, tuor)	home(_EX0, smaug)
home(L, tuor)	home(L, _EX0)	home(R1, derufin)
home(L, tuor)	home(R2, tuor)	home(L, dwarf)
home(L, tuor)	home(shelob, X)	home(L, rosie)
home(L, tuor)	home(duilin, Z)	home(L, golasgil)
home(L, tuor)	home(bombur, R1)	home(L, shire)
home(L, tuor)	home(Z, tuor)	home(L, arwen)
home(L, tuor)	home(L, R)	home(L, gollum)
home(L, tuor)	home(I, R2)	home(L, hobbit)
home(L, tuor)	home(earendil, tuor)	home(L, ring)
home(L, tuor)	home(fastred, tuor)	home(R2, bifur)
home(L, tuor)	home(L, _EX1)	home(R1, sauron)
home(L, tuor)	home(L, X)	home(Z, balin)
mission(maggot, mablung)	mission(I, mablung)	mission(mirkwood, iron_hills)
mission(maggot, mablung)	mission(Y, mablung)	mission(nori, mablung)
mission(maggot, mablung)	mission(X, mablung)	mission(maggot, gandalf)
mission(maggot, mablung)	mission(Y, mablung)	mission(primula, mablung)
mission(maggot, mablung)	mission(maggot, Y)	mission(goldilocks, gil_galad)
mission(maggot, mablung)	mission(Y, R1)	mission(bergil, mablung)
mission(maggot, mablung)	mission(I, mablung)	mission(gwaihir, mablung)
mission(maggot, mablung)	mission(R1, mablung)	mission(maggot, fladrif)
mission(maggot, mablung)	mission(maggot, R)	mission(bofur, fimbthil)
mission(maggot, mablung)	mission(maggot, Y)	mission(treebeard, mablung)
mission(maggot, mablung)	mission(Y, mablung)	mission(maggot, hobbit)
mission(maggot, mablung)	mission(maggot, _EX0)	mission(maggot, beorn)
mission(maggot, mablung)	mission(_EX1, mablung)	mission(gothmog, mablung)
mission(maggot, mablung)	mission(Y, mablung)	mission(thranduil, mablung)
mission(maggot, mablung)	mission(Y, mablung)	mission(daisy_hobbit, aragorn)
mission(maggot, mablung)	mission(Z, L)	mission(gil_galad, gwaihir)
mission(maggot, mablung)	mission(Y, mablung)	mission(eowyn, mablung)
mission(maggot, mablung)	mission(maggot, Y)	mission(moria, smaug)
mission(maggot, mablung)	mission(maggot, Y)	mission(fosco, daisy_hobbit)
mission(maggot, mablung)	mission(L, mablung)	mission(azog, theoden)
mission(Z, R2)	mission(Z, I)	armed(saradoc)
mission(Z, R2)	mission(dervorin, R2)	threat(R, R2)
mission(Z, R2)	mission(Z, R1)	alignment(I, glamdring)
mission(Z, R2)	mission(fosco, R2)	armed(fili)
mission(Z, R2)	mission(Z, eomer)	vulnerable(glamdring, fosco)
mission(Z, R2)	mission(neutral, R2)	corrupted(R2)
mission(Z, R2)	mission(Z, gorbag)	vulnerable(sam, Z)
mission(Z, R2)	mission(elladan, R2)	home(L, oin)
mission(Z, R2)	mission(hirluin, L)	bond(bolg, azog)
mission(Z, R2)	mission(I, R2)	allied(ring, R1)
mission(Z, R2)	mission(R2, R2)	home(Y, gamgee)
mission(Z, R2)	mission(R2, R2)	wizard(lothlorien)
mission(Z, R2)	mission(Z, aragorn)	threat(Z, I)
mission(Z, R2)	mission(Z, R)	hero(I)
mission(Z, R2)	mission(Y, X)	conflict(finglas, _EX0, butterbur)
mission(Z, R2)	mission(Z, L)	target(anduril)
mission(Z, R2)	mission(R2, esmeralda)	bond(quickbeam, saradoc)
mission(Z, R2)	mission(Z, R)	peril(merry)
mission(Z, R2)	mission(R, R2)	race(Y, R2)
mission(Z, R2)	mission(R2, R2)	allied(Y, fladrif)
diverse(shagrat, L)	diverse(I, L)	diverse(smaug, R2)
diverse(shagrat, L)	diverse(shagrat, frodo)	diverse(fladrif, R2)
diverse(shagrat, L)	diverse(shagrat, elfstan)	diverse(bifur, L)
diverse(shagrat, L)	diverse(X, R1)	diverse(erkenbrand, L)
diverse(shagrat, L)	diverse(R, R2)	diverse(gwaihir, L)
diverse(shagrat, L)	diverse(_EX1, L)	diverse(good, L)
diverse(shagrat, L)	diverse(shagrat, X)	diverse(imrahil, L)
diverse(shagrat, L)	diverse(_EX0, L)	diverse(neutral, Y)
diverse(shagrat, L)	diverse(X, earendil)	diverse(isildur, L)
diverse(shagrat, L)	diverse(_EX1, bifur)	diverse(imrahil, L)
diverse(shagrat, L)	diverse(I, _EX0)	diverse(imrahil, L)
diverse(shagrat, L)	diverse(R1, sam)	diverse(boromir, L)
diverse(shagrat, L)	diverse(X, L)	diverse(faramir, R)
diverse(shagrat, L)	diverse(I, elrohir)	diverse(fili, L)
